                       	strtok	oldstrtok
Length   75/25, alignment  0/ 9, found:	84.1328	165.648
Length   75/25, alignment  0/ 9, fail:	83.7031	163.625
Length   75/25, alignment  0/15, found:	86.5625	164.758
Length   75/25, alignment  0/15, fail:	86.7422	164.773
Length   75/25, alignment  3/ 0, found:	86.7344	169.305
Length   75/25, alignment  3/ 0, fail:	86.9922	169.828
Length   75/25, alignment  3/ 3, found:	86.5078	165.648
Length   75/25, alignment  3/ 3, fail:	86.5625	166.547
Length   75/25, alignment  3/ 9, found:	83.8438	163.523
Length   75/25, alignment  3/ 9, fail:	83.9922	162.875
Length   75/25, alignment  3/15, found:	86.4609	168.727
Length   75/25, alignment  3/15, fail:	86.3125	165.156
Length   75/25, alignment  9/ 0, found:	86.6875	169.57
Length   75/25, alignment  9/ 0, fail:	87.0469	169.805
Length   75/25, alignment  9/ 3, found:	87.1484	167.016
Length   75/25, alignment  9/ 3, fail:	86.8828	164.898
Length   75/25, alignment  9/ 9, found:	83.9844	165.57
Length   75/25, alignment  9/ 9, fail:	83.9766	164.695
Length   75/25, alignment  9/15, found:	86.5859	180.383
Length   75/25, alignment  9/15, fail:	86.5938	166.898
Length   75/25, alignment 15/ 0, found:	86.9141	169.828
Length   75/25, alignment 15/ 0, fail:	86.9375	170.031
Length   75/25, alignment 15/ 3, found:	86.9375	165.18
Length   75/25, alignment 15/ 3, fail:	86.9141	164.984
Length   75/25, alignment 15/ 9, found:	84.0938	164.57
Length   75/25, alignment 15/ 9, fail:	84.0547	164.453
Length   75/25, alignment 15/15, found:	86.625	165.594
Length   75/25, alignment 15/15, fail:	86.3828	166.516
Length  100/25, alignment  0/ 0, found:	102.844	184.492
Length  100/25, alignment  0/ 0, fail:	101.555	183.188
Length  100/25, alignment  0/ 3, found:	102.219	182.25
Length  100/25, alignment  0/ 3, fail:	101.422	182.094
Length  100/25, alignment  0/ 9, found:	99.4141	180.344
Length  100/25, alignment  0/ 9, fail:	99.5	180.672
Length  100/25, alignment  0/15, found:	101	180.914
Length  100/25, alignment  0/15, fail:	101.148	180.875
Length  100/25, alignment  3/ 0, found:	101.172	183.141
Length  100/25, alignment  3/ 0, fail:	101.883	184.445
Length  100/25, alignment  3/ 3, found:	101.203	181.305
Length  100/25, alignment  3/ 3, fail:	101.805	180.734
Length  100/25, alignment  3/ 9, found:	116.602	179.211
Length  100/25, alignment  3/ 9, fail:	99.6719	175.93
Length  100/25, alignment  3/15, found:	101.664	180.898
Length  100/25, alignment  3/15, fail:	101.242	180.883
Length  100/25, alignment  9/ 0, found:	101.953	183.617
Length  100/25, alignment  9/ 0, fail:	100.852	183.688
Length  100/25, alignment  9/ 3, found:	101.008	181.68
Length  100/25, alignment  9/ 3, fail:	100.578	181.453
Length  100/25, alignment  9/ 9, found:	98.9922	180.68
Length  100/25, alignment  9/ 9, fail:	98.9297	180.18
Length  100/25, alignment  9/15, found:	100.82	181.242
Length  100/25, alignment  9/15, fail:	100.75	180.984
Length  100/25, alignment 15/ 0, found:	101.617	183.688
Length  100/25, alignment 15/ 0, fail:	101.25	184.148
Length  100/25, alignment 15/ 3, found:	101.727	181.461
Length  100/25, alignment 15/ 3, fail:	101.047	181.969
Length  100/25, alignment 15/ 9, found:	99.7109	180.375
Length  100/25, alignment 15/ 9, fail:	99.1719	181.289
Length  100/25, alignment 15/15, found:	101.57	181.266
Length  100/25, alignment 15/15, fail:	101.5	181.773
Length  125/25, alignment  0/ 0, found:	118.078	214.117
Length  125/25, alignment  0/ 0, fail:	117.125	199.75
Length  125/25, alignment  0/ 3, found:	117.477	195.719
Length  125/25, alignment  0/ 3, fail:	116.836	195.648
Length  125/25, alignment  0/ 9, found:	113.984	194.961
Length  125/25, alignment  0/ 9, fail:	115.367	194.039
Length  125/25, alignment  0/15, found:	117.023	195.242
Length  125/25, alignment  0/15, fail:	116.906	195.547
Length  125/25, alignment  3/ 0, found:	117.023	200.211
Length  125/25, alignment  3/ 0, fail:	117.25	201.422
Length  125/25, alignment  3/ 3, found:	117.289	199.156
Length  125/25, alignment  3/ 3, fail:	117.383	199.375
Length  125/25, alignment  3/ 9, found:	114.516	194.562
Length  125/25, alignment  3/ 9, fail:	114.422	195.32
Length  125/25, alignment  3/15, found:	116.766	197.141
Length  125/25, alignment  3/15, fail:	117.047	196.82
Length  125/25, alignment  9/ 0, found:	116.922	199.82
Length  125/25, alignment  9/ 0, fail:	117.133	200.359
Length  125/25, alignment  9/ 3, found:	116.594	198.578
Length  125/25, alignment  9/ 3, fail:	116.773	213.109
Length  125/25, alignment  9/ 9, found:	114.148	194.055
Length  125/25, alignment  9/ 9, fail:	115.391	194.719
Length  125/25, alignment  9/15, found:	116.859	195.914
Length  125/25, alignment  9/15, fail:	116.688	195.844
Length  125/25, alignment 15/ 0, found:	117.117	201.062
Length  125/25, alignment 15/ 0, fail:	117.547	200.57
Length  125/25, alignment 15/ 3, found:	116.844	195.43
Length  125/25, alignment 15/ 3, fail:	116.383	195.453
Length  125/25, alignment 15/ 9, found:	114.18	195.844
Length  125/25, alignment 15/ 9, fail:	114.469	194.172
Length  125/25, alignment 15/15, found:	116.797	199.875
Length  125/25, alignment 15/15, fail:	116.93	200.375
Length  150/25, alignment  0/ 0, found:	132.969	215.594
Length  150/25, alignment  0/ 0, fail:	131.43	215.195
Length  150/25, alignment  0/ 3, found:	132.852	214.242
Length  150/25, alignment  0/ 3, fail:	131.992	212.812
Length  150/25, alignment  0/ 9, found:	130.383	211.383
Length  150/25, alignment  0/ 9, fail:	129.672	228.477
Length  150/25, alignment  0/15, found:	132.484	211.992
Length  150/25, alignment  0/15, fail:	131.906	211.844
Length  150/25, alignment  3/ 0, found:	132.133	214.555
Length  150/25, alignment  3/ 0, fail:	132.266	214.523
Length  150/25, alignment  3/ 3, found:	132.172	211.406
Length  150/25, alignment  3/ 3, fail:	132.766	211.211
Length  150/25, alignment  3/ 9, found:	130.016	210.945
Length  150/25, alignment  3/ 9, fail:	129.875	210.227
Length  150/25, alignment  3/15, found:	136.875	204.312
Length  150/25, alignment  3/15, fail:	127.602	204.953
Length  150/25, alignment  9/ 0, found:	127.062	207.172
Length  150/25, alignment  9/ 0, fail:	127.273	207
Length  150/25, alignment  9/ 3, found:	127.352	203.703
Length  150/25, alignment  9/ 3, fail:	127.414	203.617
Length  150/25, alignment  9/ 9, found:	125.414	202.867
Length  150/25, alignment  9/ 9, fail:	125.594	203.523
Length  150/25, alignment  9/15, found:	127.711	203.734
Length  150/25, alignment  9/15, fail:	142.234	204.578
Length  150/25, alignment 15/ 0, found:	127.484	207.5
Length  150/25, alignment 15/ 0, fail:	127.57	206.984
Length  150/25, alignment 15/ 3, found:	127.391	205.484
Length  150/25, alignment 15/ 3, fail:	127.375	204.953
Length  150/25, alignment 15/ 9, found:	125.711	199.297
Length  150/25, alignment 15/ 9, fail:	125.602	204.164
Length  150/25, alignment 15/15, found:	127.086	205.133
Length  150/25, alignment 15/15, fail:	127.43	206.586
Length  175/25, alignment  0/ 0, found:	143.25	222.484
Length  175/25, alignment  0/ 0, fail:	142.266	222.125
Length  175/25, alignment  0/ 3, found:	142.695	218.508
Length  175/25, alignment  0/ 3, fail:	142.188	220.609
Length  175/25, alignment  0/ 9, found:	139.43	218.875
Length  175/25, alignment  0/ 9, fail:	139.344	217.875
Length  175/25, alignment  0/15, found:	141.812	219.445
Length  175/25, alignment  0/15, fail:	141.812	221.492
Length  175/25, alignment  3/ 0, found:	155.312	221.375
Length  175/25, alignment  3/ 0, fail:	141.984	221.562
Length  175/25, alignment  3/ 3, found:	142.078	220.812
Length  175/25, alignment  3/ 3, fail:	142.305	218.914
Length  175/25, alignment  3/ 9, found:	139.547	216.961
Length  175/25, alignment  3/ 9, fail:	139.773	217.211
Length  175/25, alignment  3/15, found:	141.656	220.367
Length  175/25, alignment  3/15, fail:	141.625	218.305
Length  175/25, alignment  9/ 0, found:	141.688	222.344
Length  175/25, alignment  9/ 0, fail:	141.938	222.047
Length  175/25, alignment  9/ 3, found:	141.648	219.859
Length  175/25, alignment  9/ 3, fail:	141.109	219.906
Length  175/25, alignment  9/ 9, found:	139.578	218.023
Length  175/25, alignment  9/ 9, fail:	139.609	217.898
Length  175/25, alignment  9/15, found:	141.133	220.109
Length  175/25, alignment  9/15, fail:	141.703	219.938
Length  175/25, alignment 15/ 0, found:	142.281	235.688
Length  175/25, alignment 15/ 0, fail:	141.883	221.102
Length  175/25, alignment 15/ 3, found:	141.664	221.203
Length  175/25, alignment 15/ 3, fail:	141.219	218.32
Length  175/25, alignment 15/ 9, found:	139.242	217.289
Length  175/25, alignment 15/ 9, fail:	139.633	217.859
Length  175/25, alignment 15/15, found:	141.688	218.773
Length  175/25, alignment 15/15, fail:	141.406	218.805
Length  200/25, alignment  0/ 0, found:	157.391	236.609
Length  200/25, alignment  0/ 0, fail:	156.891	237.07
Length  200/25, alignment  0/ 3, found:	156.781	234.125
Length  200/25, alignment  0/ 3, fail:	169.938	234.336
Length  200/25, alignment  0/ 9, found:	174.219	232.766
Length  200/25, alignment  0/ 9, fail:	182.211	232.617
Length  200/25, alignment  0/15, found:	182.883	234.078
Length  200/25, alignment  0/15, fail:	182.656	232.812
Length  200/25, alignment  3/ 0, found:	173.812	236.453
Length  200/25, alignment  3/ 0, fail:	156.148	236.938
Length  200/25, alignment  3/ 3, found:	185.758	234.594
Length  200/25, alignment  3/ 3, fail:	189.68	234.242
Length  200/25, alignment  3/ 9, found:	180.203	232.867
Length  200/25, alignment  3/ 9, fail:	184.391	233.305
Length  200/25, alignment  3/15, found:	181.625	234.352
Length  200/25, alignment  3/15, fail:	187.516	234.508
Length  200/25, alignment  9/ 0, found:	155.906	237.039
Length  200/25, alignment  9/ 0, fail:	156.562	237.234
Length  200/25, alignment  9/ 3, found:	180.016	234.461
Length  200/25, alignment  9/ 3, fail:	179.414	234.008
Length  200/25, alignment  9/ 9, found:	175.641	231.375
Length  200/25, alignment  9/ 9, fail:	175.539	231.961
Length  200/25, alignment  9/15, found:	176.688	248.891
Length  200/25, alignment  9/15, fail:	180.188	232.531
Length  200/25, alignment 15/ 0, found:	156.477	235.68
Length  200/25, alignment 15/ 0, fail:	156.43	236.234
Length  200/25, alignment 15/ 3, found:	184.805	232.844
Length  200/25, alignment 15/ 3, fail:	181.633	232.914
Length  200/25, alignment 15/ 9, found:	175.625	231.781
Length  200/25, alignment 15/ 9, fail:	179.297	231.508
Length  200/25, alignment 15/15, found:	185.906	233.297
Length  200/25, alignment 15/15, fail:	185.711	233.094
Length  225/25, alignment  0/ 0, found:	171.25	251.555
Length  225/25, alignment  0/ 0, fail:	170.523	250.43
Length  225/25, alignment  0/ 3, found:	170.75	248.367
Length  225/25, alignment  0/ 3, fail:	170.328	249.492
Length  225/25, alignment  0/ 9, found:	167.906	247.305
Length  225/25, alignment  0/ 9, fail:	181.539	247.359
Length  225/25, alignment  0/15, found:	169.992	247.43
Length  225/25, alignment  0/15, fail:	170.344	247.469
Length  225/25, alignment  3/ 0, found:	170.43	251.242
Length  225/25, alignment  3/ 0, fail:	170.914	250.578
Length  225/25, alignment  3/ 3, found:	170.203	248.578
Length  225/25, alignment  3/ 3, fail:	170.172	247.328
Length  225/25, alignment  3/ 9, found:	168.094	246.57
Length  225/25, alignment  3/ 9, fail:	167.836	246.398
Length  225/25, alignment  3/15, found:	169.859	247.602
Length  225/25, alignment  3/15, fail:	170.023	248.547
Length  225/25, alignment  9/ 0, found:	170.641	250.828
Length  225/25, alignment  9/ 0, fail:	170.688	250.375
Length  225/25, alignment  9/ 3, found:	170.086	247.367
Length  225/25, alignment  9/ 3, fail:	169.75	259.906
Length  225/25, alignment  9/ 9, found:	168.023	246.5
Length  225/25, alignment  9/ 9, fail:	168.07	246.312
Length  225/25, alignment  9/15, found:	170	247.508
Length  225/25, alignment  9/15, fail:	170.07	247.359
Length  225/25, alignment 15/ 0, found:	170.836	250.305
Length  225/25, alignment 15/ 0, fail:	170.719	250.352
Length  225/25, alignment 15/ 3, found:	170.461	247.406
Length  225/25, alignment 15/ 3, fail:	170.281	247.688
Length  225/25, alignment 15/ 9, found:	168.008	245.562
Length  225/25, alignment 15/ 9, fail:	167.961	246.688
Length  225/25, alignment 15/15, found:	170.281	247.695
Length  225/25, alignment 15/15, fail:	170.469	248.172
Length  250/25, alignment  0/ 0, found:	186.547	265.148
Length  250/25, alignment  0/ 0, fail:	185.211	280.102
Length  250/25, alignment  0/ 3, found:	185.227	265.672
Length  250/25, alignment  0/ 3, fail:	184.961	264.531
Length  250/25, alignment  0/ 9, found:	182.781	262.281
Length  250/25, alignment  0/ 9, fail:	182.805	262.961
Length  250/25, alignment  0/15, found:	184.633	264.5
Length  250/25, alignment  0/15, fail:	184.773	264.453
Length  250/25, alignment  3/ 0, found:	184.781	264.914
Length  250/25, alignment  3/ 0, fail:	185.195	265.336
Length  250/25, alignment  3/ 3, found:	184.914	261.969
Length  250/25, alignment  3/ 3, fail:	184.859	261.43
Length  250/25, alignment  3/ 9, found:	182.32	262.695
Length  250/25, alignment  3/ 9, fail:	182.125	261.984
Length  250/25, alignment  3/15, found:	184.867	262.727
Length  250/25, alignment  3/15, fail:	214.523	262.984
Length  250/25, alignment  9/ 0, found:	184.641	264.969
Length  250/25, alignment  9/ 0, fail:	185.086	265.312
Length  250/25, alignment  9/ 3, found:	184.891	262.32
Length  250/25, alignment  9/ 3, fail:	184.555	262.227
Length  250/25, alignment  9/ 9, found:	182.195	261.992
Length  250/25, alignment  9/ 9, fail:	182.07	262.438
Length  250/25, alignment  9/15, found:	184.719	261.508
Length  250/25, alignment  9/15, fail:	185.109	262.969
Length  250/25, alignment 15/ 0, found:	185.297	265
Length  250/25, alignment 15/ 0, fail:	185.586	265.039
Length  250/25, alignment 15/ 3, found:	185.117	261.711
Length  250/25, alignment 15/ 3, fail:	185.141	263.977
Length  250/25, alignment 15/ 9, found:	182.438	278.531
Length  250/25, alignment 15/ 9, fail:	182.492	260.516
Length  250/25, alignment 15/15, found:	184.766	262.25
Length  250/25, alignment 15/15, fail:	184.883	261.602
Length  275/25, alignment  0/ 0, found:	200.438	279.867
Length  275/25, alignment  0/ 0, fail:	199.68	279.383
Length  275/25, alignment  0/ 3, found:	199.859	277.078
Length  275/25, alignment  0/ 3, fail:	199.656	278.883
Length  275/25, alignment  0/ 9, found:	197.773	274.477
Length  275/25, alignment  0/ 9, fail:	197.328	274.922
Length  275/25, alignment  0/15, found:	199.438	275.156
Length  275/25, alignment  0/15, fail:	179.977	248.859
Length  275/25, alignment  3/ 0, found:	180.398	252.195
Length  275/25, alignment  3/ 0, fail:	180.484	270.844
Length  275/25, alignment  3/ 3, found:	180.57	252.039
Length  275/25, alignment  3/ 3, fail:	179.477	250.367
Length  275/25, alignment  3/ 9, found:	178.219	248.609
Length  275/25, alignment  3/ 9, fail:	178.297	249.469
Length  275/25, alignment  3/15, found:	180.133	249.812
Length  275/25, alignment  3/15, fail:	179.711	249.281
Length  275/25, alignment  9/ 0, found:	180.062	252.156
Length  275/25, alignment  9/ 0, fail:	180.016	252.531
Length  275/25, alignment  9/ 3, found:	180.008	249.695
Length  275/25, alignment  9/ 3, fail:	179.641	249.297
Length  275/25, alignment  9/ 9, found:	177.922	249.75
Length  275/25, alignment  9/ 9, fail:	177.922	248.219
Length  275/25, alignment  9/15, found:	179.898	251.023
Length  275/25, alignment  9/15, fail:	180.312	266.906
Length  275/25, alignment 15/ 0, found:	180.422	252.898
Length  275/25, alignment 15/ 0, fail:	179.898	252.656
Length  275/25, alignment 15/ 3, found:	180.547	250.445
Length  275/25, alignment 15/ 3, fail:	179.945	248.719
Length  275/25, alignment 15/ 9, found:	178.641	249.227
Length  275/25, alignment 15/ 9, fail:	178.367	247.703
Length  275/25, alignment 15/15, found:	179.688	248.484
Length  275/25, alignment 15/15, fail:	179.914	249.227
Length  300/25, alignment  0/ 0, found:	194.461	266.008
Length  300/25, alignment  0/ 0, fail:	193.594	265.977
Length  300/25, alignment  0/ 3, found:	193.914	263.055
Length  300/25, alignment  0/ 3, fail:	193.711	264.25
Length  300/25, alignment  0/ 9, found:	191.328	261.672
Length  300/25, alignment  0/ 9, fail:	212.461	263.078
Length  300/25, alignment  0/15, found:	193.727	264.109
Length  300/25, alignment  0/15, fail:	193.477	264.211
Length  300/25, alignment  3/ 0, found:	193.797	266.227
Length  300/25, alignment  3/ 0, fail:	193.359	265.18
Length  300/25, alignment  3/ 3, found:	187.367	254.562
Length  300/25, alignment  3/ 3, fail:	187.633	254.781
Length  300/25, alignment  3/ 9, found:	185.227	254.625
Length  300/25, alignment  3/ 9, fail:	184.797	254.484
Length  300/25, alignment  3/15, found:	187.453	254.812
Length  300/25, alignment  3/15, fail:	187	256.211
Length  300/25, alignment  9/ 0, found:	187.445	256.875
Length  300/25, alignment  9/ 0, fail:	187.367	257.039
Length  300/25, alignment  9/ 3, found:	187.422	272.969
Length  300/25, alignment  9/ 3, fail:	187.469	254.32
Length  300/25, alignment  9/ 9, found:	184.68	253.742
Length  300/25, alignment  9/ 9, fail:	184.984	254.805
Length  300/25, alignment  9/15, found:	186.758	256.102
Length  300/25, alignment  9/15, fail:	187.094	255.609
Length  300/25, alignment 15/ 0, found:	187.516	257.836
Length  300/25, alignment 15/ 0, fail:	187.586	257.617
Length  300/25, alignment 15/ 3, found:	187.883	254.891
Length  300/25, alignment 15/ 3, fail:	187.344	254.758
Length  300/25, alignment 15/ 9, found:	185.32	253.852
Length  300/25, alignment 15/ 9, fail:	191.453	246
Length  300/25, alignment 15/15, found:	181.695	246.805
Length  300/25, alignment 15/15, fail:	181.484	246.516
Length  325/25, alignment  0/ 0, found:	210.984	261.781
Length  325/25, alignment  0/ 0, fail:	193.391	261.656
Length  325/25, alignment  0/ 3, found:	193.992	259.055
Length  325/25, alignment  0/ 3, fail:	193.992	261.336
