                       	strcasestr	simple_strcasestr
Length  300/25, alignment  3/ 0, fail:	433.531	598.594
Length  300/25, alignment  3/ 3, found:	341.117	612.172
Length  300/25, alignment  3/ 3, fail:	432.938	619.117
Length  300/25, alignment  3/ 9, found:	327.602	603.711
Length  300/25, alignment  3/ 9, fail:	432.258	599.07
Length  300/25, alignment  3/15, found:	328.992	610.914
Length  300/25, alignment  3/15, fail:	438.914	588.672
Length  300/25, alignment  9/ 0, found:	327.172	613
Length  300/25, alignment  9/ 0, fail:	438.484	622.492
Length  300/25, alignment  9/ 3, found:	328.25	612.414
Length  300/25, alignment  9/ 3, fail:	483.281	597.633
Length  300/25, alignment  9/ 9, found:	330.844	610.289
Length  300/25, alignment  9/ 9, fail:	440.969	597.773
Length  300/25, alignment  9/15, found:	343.336	611.031
Length  300/25, alignment  9/15, fail:	437.188	614.75
Length  300/25, alignment 15/ 0, found:	335.492	611.742
Length  300/25, alignment 15/ 0, fail:	436.461	596.789
Length  300/25, alignment 15/ 3, found:	331.164	610.398
Length  300/25, alignment 15/ 3, fail:	434.633	595.469
Length  300/25, alignment 15/ 9, found:	305.453	532.492
Length  300/25, alignment 15/ 9, fail:	378.617	521.578
Length  300/25, alignment 15/15, found:	307.07	523.492
Length  300/25, alignment 15/15, fail:	380.695	520.828
Length  325/25, alignment  0/ 0, found:	303.977	556.961
Length  325/25, alignment  0/ 0, fail:	407.75	552.227
Length  325/25, alignment  0/ 3, found:	297.219	557.156
Length  325/25, alignment  0/ 3, fail:	405.023	568.492
Length  325/25, alignment  0/ 9, found:	298.297	558
Length  325/25, alignment  0/ 9, fail:	428.172	551.062
Length  325/25, alignment  0/15, found:	297.633	550.039
Length  325/25, alignment  0/15, fail:	408.094	538.789
Length  325/25, alignment  3/ 0, found:	303.5	558.227
Length  325/25, alignment  3/ 0, fail:	401.766	585.656
Length  325/25, alignment  3/ 3, found:	314.727	593.664
Length  325/25, alignment  3/ 3, fail:	427.227	601.008
Length  325/25, alignment  3/ 9, found:	331.016	595.961
Length  325/25, alignment  3/ 9, fail:	437.047	585.422
Length  325/25, alignment  3/15, found:	318.07	592.188
Length  325/25, alignment  3/15, fail:	486.508	578.375
Length  325/25, alignment  9/ 0, found:	327.555	597.188
Length  325/25, alignment  9/ 0, fail:	423.961	606.422
Length  325/25, alignment  9/ 3, found:	299.82	550.484
Length  325/25, alignment  9/ 3, fail:	411.539	540.312
Length  325/25, alignment  9/ 9, found:	299.891	558.133
Length  325/25, alignment  9/ 9, fail:	393.734	551.188
Length  325/25, alignment  9/15, found:	306.57	553.406
Length  325/25, alignment  9/15, fail:	403.906	508.633
Length  325/25, alignment 15/ 0, found:	290.727	535.82
Length  325/25, alignment 15/ 0, fail:	381.195	533.469
Length  325/25, alignment 15/ 3, found:	281.062	516.969
Length  325/25, alignment 15/ 3, fail:	381.25	528.922
Length  325/25, alignment 15/ 9, found:	281.805	525.039
Length  325/25, alignment 15/ 9, fail:	390.688	547.75
Length  325/25, alignment 15/15, found:	298.43	540.5
Length  325/25, alignment 15/15, fail:	389.398	565.797
Length  350/25, alignment  0/ 0, found:	330.078	557.5
Length  350/25, alignment  0/ 0, fail:	429.984	553.016
Length  350/25, alignment  0/ 3, found:	290.008	548.383
Length  350/25, alignment  0/ 3, fail:	405.383	551.531
Length  350/25, alignment  0/ 9, found:	295.422	547.172
Length  350/25, alignment  0/ 9, fail:	405.18	530.805
Length  350/25, alignment  0/15, found:	287.195	568.57
Length  350/25, alignment  0/15, fail:	409.133	537.383
Length  350/25, alignment  3/ 0, found:	297.727	546.641
Length  350/25, alignment  3/ 0, fail:	404.492	532.992
Length  350/25, alignment  3/ 3, found:	294.406	547.117
Length  350/25, alignment  3/ 3, fail:	446.695	536.992
Length  350/25, alignment  3/ 9, found:	305.109	539.805
Length  350/25, alignment  3/ 9, fail:	427.688	543.156
Length  350/25, alignment  3/15, found:	291.586	546.969
Length  350/25, alignment  3/15, fail:	453.578	530.141
Length  350/25, alignment  9/ 0, found:	294.133	549.562
Length  350/25, alignment  9/ 0, fail:	405.805	541.062
Length  350/25, alignment  9/ 3, found:	294.125	547.508
Length  350/25, alignment  9/ 3, fail:	406.523	541.461
Length  350/25, alignment  9/ 9, found:	313.453	541.625
Length  350/25, alignment  9/ 9, fail:	404.57	550.508
Length  350/25, alignment  9/15, found:	298.086	544.93
Length  350/25, alignment  9/15, fail:	405.398	551.086
Length  350/25, alignment 15/ 0, found:	295.328	543.758
Length  350/25, alignment 15/ 0, fail:	405.766	553.445
Length  350/25, alignment 15/ 3, found:	284.781	547.891
Length  350/25, alignment 15/ 3, fail:	429.453	562.797
Length  350/25, alignment 15/ 9, found:	290.586	548.172
Length  350/25, alignment 15/ 9, fail:	404.344	561.68
Length  350/25, alignment 15/15, found:	296.898	547.477
Length  350/25, alignment 15/15, fail:	404.602	548.93
Length  375/25, alignment  0/ 0, found:	306.273	566.562
Length  375/25, alignment  0/ 0, fail:	439.203	603.094
Length  375/25, alignment  0/ 3, found:	309.195	571.086
Length  375/25, alignment  0/ 3, fail:	426.938	582.859
Length  375/25, alignment  0/ 9, found:	301.727	564.43
Length  375/25, alignment  0/ 9, fail:	469.445	614.227
Length  375/25, alignment  0/15, found:	324.977	607.32
Length  375/25, alignment  0/15, fail:	458.695	645.977
Length  375/25, alignment  3/ 0, found:	343.984	620.742
Length  375/25, alignment  3/ 0, fail:	466.258	633.461
Length  375/25, alignment  3/ 3, found:	348.352	629.023
Length  375/25, alignment  3/ 3, fail:	468.156	631.508
Length  375/25, alignment  3/ 9, found:	335.211	628.508
Length  375/25, alignment  3/ 9, fail:	462.391	596.656
Length  375/25, alignment  3/15, found:	313.117	572.047
Length  375/25, alignment  3/15, fail:	422.758	574.234
Length  375/25, alignment  9/ 0, found:	307.82	567.594
Length  375/25, alignment  9/ 0, fail:	428.711	563.625
Length  375/25, alignment  9/ 3, found:	304.945	576.234
Length  375/25, alignment  9/ 3, fail:	455.352	633.078
Length  375/25, alignment  9/ 9, found:	346.203	672.773
Length  375/25, alignment  9/ 9, fail:	488.242	656.125
Length  375/25, alignment  9/15, found:	343.047	652.758
Length  375/25, alignment  9/15, fail:	485.32	660.953
Length  375/25, alignment 15/ 0, found:	341.773	647.312
Length  375/25, alignment 15/ 0, fail:	540.68	635.789
Length  375/25, alignment 15/ 3, found:	366.445	644.711
Length  375/25, alignment 15/ 3, fail:	487.031	632.562
Length  375/25, alignment 15/ 9, found:	343.578	644.883
Length  375/25, alignment 15/ 9, fail:	488.75	596.578
Length  375/25, alignment 15/15, found:	321.891	611.383
Length  375/25, alignment 15/15, fail:	452.68	602.953
Length   52/26, alignment  0/ 0, found:	148.609	251.328
Length   52/26, alignment  0/ 0, fail:	120.016	248.789
Length   52/26, alignment  0/ 3, found:	123.289	251.445
Length   52/26, alignment  0/ 3, fail:	120.422	248.461
Length   52/26, alignment  0/ 9, found:	125.406	251.969
Length   52/26, alignment  0/ 9, fail:	120.789	248.727
Length   52/26, alignment  0/15, found:	125.141	251.695
Length   52/26, alignment  0/15, fail:	119.688	249.438
Length   52/26, alignment  3/ 0, found:	123.43	252.609
Length   52/26, alignment  3/ 0, fail:	116.852	249.508
Length   52/26, alignment  3/ 3, found:	128.695	252.367
Length   52/26, alignment  3/ 3, fail:	116.773	249.492
Length   52/26, alignment  3/ 9, found:	124.812	252.531
Length   52/26, alignment  3/ 9, fail:	127.602	248.539
Length   52/26, alignment  3/15, found:	126.023	251.984
Length   52/26, alignment  3/15, fail:	118.789	250.164
Length   52/26, alignment  9/ 0, found:	148.828	252.211
Length   52/26, alignment  9/ 0, fail:	119.148	249.648
Length   52/26, alignment  9/ 3, found:	123.562	251.383
Length   52/26, alignment  9/ 3, fail:	115.797	248.242
Length   52/26, alignment  9/ 9, found:	123.344	252.5
Length   52/26, alignment  9/ 9, fail:	118.414	248.539
Length   52/26, alignment  9/15, found:	125.68	252.445
Length   52/26, alignment  9/15, fail:	118.688	248.688
Length   52/26, alignment 15/ 0, found:	128.586	261.719
Length   52/26, alignment 15/ 0, fail:	125.07	258.094
Length   52/26, alignment 15/ 3, found:	134.703	260.438
Length   52/26, alignment 15/ 3, fail:	125.141	258.688
Length   52/26, alignment 15/ 9, found:	136.25	261.422
Length   52/26, alignment 15/ 9, fail:	121.156	249.914
Length   52/26, alignment 15/15, found:	123.75	252.93
Length   52/26, alignment 15/15, fail:	119.109	269.883
Length   78/26, alignment  0/ 0, found:	140.484	279.898
Length   78/26, alignment  0/ 0, fail:	146.766	271.758
Length   78/26, alignment  0/ 3, found:	137.812	278.844
Length   78/26, alignment  0/ 3, fail:	145.492	271.977
Length   78/26, alignment  0/ 9, found:	137.812	278.898
Length   78/26, alignment  0/ 9, fail:	145.539	272.188
Length   78/26, alignment  0/15, found:	138.641	278.93
Length   78/26, alignment  0/15, fail:	149.25	272.812
Length   78/26, alignment  3/ 0, found:	137.086	278.547
Length   78/26, alignment  3/ 0, fail:	147.219	271.008
Length   78/26, alignment  3/ 3, found:	136.281	278.922
Length   78/26, alignment  3/ 3, fail:	145.773	272.508
Length   78/26, alignment  3/ 9, found:	137.156	278.922
Length   78/26, alignment  3/ 9, fail:	146.414	271.383
Length   78/26, alignment  3/15, found:	158.656	278.992
Length   78/26, alignment  3/15, fail:	146.906	272.938
Length   78/26, alignment  9/ 0, found:	138.211	279.547
Length   78/26, alignment  9/ 0, fail:	146.867	272.086
Length   78/26, alignment  9/ 3, found:	137.539	278.922
Length   78/26, alignment  9/ 3, fail:	146.18	272.609
Length   78/26, alignment  9/ 9, found:	137.641	279.07
Length   78/26, alignment  9/ 9, fail:	146.055	271.68
Length   78/26, alignment  9/15, found:	137.297	278.875
Length   78/26, alignment  9/15, fail:	144.891	271.688
Length   78/26, alignment 15/ 0, found:	137.336	278.75
Length   78/26, alignment 15/ 0, fail:	148.531	272.844
Length   78/26, alignment 15/ 3, found:	136.43	279.648
Length   78/26, alignment 15/ 3, fail:	146.477	272.352
Length   78/26, alignment 15/ 9, found:	135.586	294.656
Length   78/26, alignment 15/ 9, fail:	146.703	272.602
Length   78/26, alignment 15/15, found:	138.336	278.898
Length   78/26, alignment 15/15, fail:	145.414	272.383
Length  104/26, alignment  0/ 0, found:	149.812	308.031
Length  104/26, alignment  0/ 0, fail:	173.43	307.289
Length  104/26, alignment  0/ 3, found:	148.773	306.883
Length  104/26, alignment  0/ 3, fail:	174.555	307.648
Length  104/26, alignment  0/ 9, found:	148.203	307.172
Length  104/26, alignment  0/ 9, fail:	176.086	305.805
Length  104/26, alignment  0/15, found:	150.117	307.266
Length  104/26, alignment  0/15, fail:	177.602	307.656
Length  104/26, alignment  3/ 0, found:	148.109	306.742
Length  104/26, alignment  3/ 0, fail:	175.109	326.578
Length  104/26, alignment  3/ 3, found:	156.156	305.781
Length  104/26, alignment  3/ 3, fail:	180.734	305.836
Length  104/26, alignment  3/ 9, found:	148.43	305.938
Length  104/26, alignment  3/ 9, fail:	175.688	304.805
Length  104/26, alignment  3/15, found:	145.758	305.734
Length  104/26, alignment  3/15, fail:	175.867	304.359
Length  104/26, alignment  9/ 0, found:	157.773	305.867
Length  104/26, alignment  9/ 0, fail:	174.219	303.844
Length  104/26, alignment  9/ 3, found:	148.164	305.789
Length  104/26, alignment  9/ 3, fail:	188.82	306.695
Length  104/26, alignment  9/ 9, found:	153.867	306.352
Length  104/26, alignment  9/ 9, fail:	174.539	305.93
Length  104/26, alignment  9/15, found:	148.977	328.805
Length  104/26, alignment  9/15, fail:	177.875	304.883
Length  104/26, alignment 15/ 0, found:	147.547	305.062
Length  104/26, alignment 15/ 0, fail:	175.898	306.461
Length  104/26, alignment 15/ 3, found:	149.469	304.891
Length  104/26, alignment 15/ 3, fail:	188.266	304.695
Length  104/26, alignment 15/ 9, found:	153.078	304.984
Length  104/26, alignment 15/ 9, fail:	177.039	305.234
Length  104/26, alignment 15/15, found:	149.516	304.625
Length  104/26, alignment 15/15, fail:	178.125	304.57
Length  130/26, alignment  0/ 0, found:	166.172	331.492
Length  130/26, alignment  0/ 0, fail:	191.664	322.75
Length  130/26, alignment  0/ 3, found:	161.492	331.234
Length  130/26, alignment  0/ 3, fail:	219.453	322.023
Length  130/26, alignment  0/ 9, found:	168.102	330.68
Length  130/26, alignment  0/ 9, fail:	192.25	319.531
Length  130/26, alignment  0/15, found:	164.953	331.031
Length  130/26, alignment  0/15, fail:	194.164	321.828
Length  130/26, alignment  3/ 0, found:	165.695	330.922
Length  130/26, alignment  3/ 0, fail:	193.867	321.664
Length  130/26, alignment  3/ 3, found:	164.031	330.578
Length  130/26, alignment  3/ 3, fail:	197.383	321.07
Length  130/26, alignment  3/ 9, found:	167.484	330.664
Length  130/26, alignment  3/ 9, fail:	199.062	320.586
Length  130/26, alignment  3/15, found:	161.875	306.125
Length  130/26, alignment  3/15, fail:	188.594	276.32
Length  130/26, alignment  9/ 0, found:	145.656	284.555
Length  130/26, alignment  9/ 0, fail:	170.188	276.109
Length  130/26, alignment  9/ 3, found:	141.508	284.469
Length  130/26, alignment  9/ 3, fail:	172.914	276.023
Length  130/26, alignment  9/ 9, found:	142.852	284.664
Length  130/26, alignment  9/ 9, fail:	166.609	276.008
Length  130/26, alignment  9/15, found:	143.203	284.859
Length  130/26, alignment  9/15, fail:	172.836	276.109
Length  130/26, alignment 15/ 0, found:	142.656	284.688
Length  130/26, alignment 15/ 0, fail:	172.742	275.961
Length  130/26, alignment 15/ 3, found:	143.891	284.625
Length  130/26, alignment 15/ 3, fail:	172.164	276.234
Length  130/26, alignment 15/ 9, found:	142.359	306.727
Length  130/26, alignment 15/ 9, fail:	166.789	277.242
Length  130/26, alignment 15/15, found:	145.289	285.438
Length  130/26, alignment 15/15, fail:	167.039	274.781
Length  156/26, alignment  0/ 0, found:	156.727	309.164
Length  156/26, alignment  0/ 0, fail:	196.594	305.516
Length  156/26, alignment  0/ 3, found:	155.984	308.555
Length  156/26, alignment  0/ 3, fail:	194.25	306.641
Length  156/26, alignment  0/ 9, found:	155.406	308.758
Length  156/26, alignment  0/ 9, fail:	193.766	305.812
Length  156/26, alignment  0/15, found:	154.938	308.594
Length  156/26, alignment  0/15, fail:	200.773	306.086
Length  156/26, alignment  3/ 0, found:	155.023	308.195
Length  156/26, alignment  3/ 0, fail:	194.328	327.188
Length  156/26, alignment  3/ 3, found:	156.578	307.711
Length  156/26, alignment  3/ 3, fail:	196.898	302.328
Length  156/26, alignment  3/ 9, found:	155.516	307.688
Length  156/26, alignment  3/ 9, fail:	196.914	305.375
Length  156/26, alignment  3/15, found:	156.523	307.539
Length  156/26, alignment  3/15, fail:	196.406	302.117
Length  156/26, alignment  9/ 0, found:	156.586	311.82
Length  156/26, alignment  9/ 0, fail:	196.555	310.82
Length  156/26, alignment  9/ 3, found:	155.906	311.062
Length  156/26, alignment  9/ 3, fail:	196.648	309.148
Length  156/26, alignment  9/ 9, found:	156.055	311.414
Length  156/26, alignment  9/ 9, fail:	197.273	306.477
Length  156/26, alignment  9/15, found:	176.211	310.719
Length  156/26, alignment  9/15, fail:	198.156	308.617
Length  156/26, alignment 15/ 0, found:	155.5	311.023
Length  156/26, alignment 15/ 0, fail:	206.977	306.609
Length  156/26, alignment 15/ 3, found:	158.234	310.883
Length  156/26, alignment 15/ 3, fail:	198.141	309.281
Length  156/26, alignment 15/ 9, found:	158.969	310.828
Length  156/26, alignment 15/ 9, fail:	201.211	306.297
Length  156/26, alignment 15/15, found:	158.211	310.961
Length  156/26, alignment 15/15, fail:	203.273	309.32
Length  182/26, alignment  0/ 0, found:	179.891	335.477
Length  182/26, alignment  0/ 0, fail:	216.102	329.336
Length  182/26, alignment  0/ 3, found:	173.328	351.391
Length  182/26, alignment  0/ 3, fail:	211.266	332.117
Length  182/26, alignment  0/ 9, found:	165.031	333.898
Length  182/26, alignment  0/ 9, fail:	210.969	328.031
Length  182/26, alignment  0/15, found:	172.094	334.664
Length  182/26, alignment  0/15, fail:	221.312	329.336
Length  182/26, alignment  3/ 0, found:	169.062	336.375
Length  182/26, alignment  3/ 0, fail:	212.047	332.883
Length  182/26, alignment  3/ 3, found:	171.148	335.016
Length  182/26, alignment  3/ 3, fail:	216.812	327.641
Length  182/26, alignment  3/ 9, found:	170.859	334.086
Length  182/26, alignment  3/ 9, fail:	216.047	327.438
Length  182/26, alignment  3/15, found:	205.773	334.367
Length  182/26, alignment  3/15, fail:	212.617	331.242
Length  182/26, alignment  9/ 0, found:	167.984	336.133
Length  182/26, alignment  9/ 0, fail:	211.93	329.523
Length  182/26, alignment  9/ 3, found:	172.531	335.781
Length  182/26, alignment  9/ 3, fail:	210.398	329.383
Length  182/26, alignment  9/ 9, found:	171.5	336.023
Length  182/26, alignment  9/ 9, fail:	211.961	328.766
Length  182/26, alignment  9/15, found:	172.141	335.648
Length  182/26, alignment  9/15, fail:	217.93	329.461
Length  182/26, alignment 15/ 0, found:	167.945	336.078
Length  182/26, alignment 15/ 0, fail:	214.188	355.469
Length  182/26, alignment 15/ 3, found:	170.055	334.781
Length  182/26, alignment 15/ 3, fail:	216.727	329.039
Length  182/26, alignment 15/ 9, found:	170.367	334.234
Length  182/26, alignment 15/ 9, fail:	213.016	329.844
Length  182/26, alignment 15/15, found:	172.703	335.812
Length  182/26, alignment 15/15, fail:	213.586	333.633
Length  208/26, alignment  0/ 0, found:	179.742	358.836
Length  208/26, alignment  0/ 0, fail:	253.625	373.961
Length  208/26, alignment  0/ 3, found:	180.195	357.016
Length  208/26, alignment  0/ 3, fail:	252.836	372.188
