                       	oldstrsep	strsep	simple_strsep
Length  116/29, alignment  3/ 0, found:	66.4219	65.9609	1041.83
Length  116/29, alignment  3/ 0, fail:	98.7344	97.5156	2074.9
Length  116/29, alignment  3/ 3, found:	66.5	65.7734	983.617
Length  116/29, alignment  3/ 3, fail:	97.0703	97.0156	1964.98
Length  116/29, alignment  3/ 9, found:	65.5703	63.7188	983.008
Length  116/29, alignment  3/ 9, fail:	99.3359	93.8281	1917.77
Length  116/29, alignment  3/15, found:	64.9766	63.8438	952.359
Length  116/29, alignment  3/15, fail:	93.5547	93.7812	1904.27
Length  116/29, alignment  9/ 0, found:	63.5391	64.6406	953.328
Length  116/29, alignment  9/ 0, fail:	96.1094	93.5781	1887.4
Length  116/29, alignment  9/ 3, found:	64.2422	63.5547	937.336
Length  116/29, alignment  9/ 3, fail:	90.9219	91.0547	1851.57
Length  116/29, alignment  9/ 9, found:	61.7656	59.8203	924.453
Length  116/29, alignment  9/ 9, fail:	93.0234	88.8438	1950.45
Length  116/29, alignment  9/15, found:	61.7812	61.5	978.586
Length  116/29, alignment  9/15, fail:	92.1641	91.2812	1928.9
Length  116/29, alignment 15/ 0, found:	67.0391	67.9375	903.914
Length  116/29, alignment 15/ 0, fail:	97.4297	95.9688	1899.85
Length  116/29, alignment 15/ 3, found:	68.9141	67.2031	956.984
Length  116/29, alignment 15/ 3, fail:	98.0234	95.8047	1918.39
Length  116/29, alignment 15/ 9, found:	59.6953	55.4609	872.148
Length  116/29, alignment 15/ 9, fail:	87.2422	83.1797	1837.77
Length  116/29, alignment 15/15, found:	59.0078	58.1172	870.805
Length  116/29, alignment 15/15, fail:	86.625	85.8125	1859.79
Length  145/29, alignment  0/ 0, found:	67.0312	65.5547	1076.5
Length  145/29, alignment  0/ 0, fail:	100.211	99.8125	2132.05
Length  145/29, alignment  0/ 3, found:	65.3281	63.5391	1047.91
Length  145/29, alignment  0/ 3, fail:	115.609	96.9297	2240.52
Length  145/29, alignment  0/ 9, found:	65.5938	61.1406	1047.12
Length  145/29, alignment  0/ 9, fail:	97.1953	94.9609	2094.33
Length  145/29, alignment  0/15, found:	69.6016	68.8516	1137.19
Length  145/29, alignment  0/15, fail:	95.4766	95.625	2094.3
Length  145/29, alignment  3/ 0, found:	65.7344	63.3516	1050.19
Length  145/29, alignment  3/ 0, fail:	96.7734	96.1406	2106.73
Length  145/29, alignment  3/ 3, found:	63.4922	63.5938	1111.18
Length  145/29, alignment  3/ 3, fail:	96.2734	95.7344	2225.85
Length  145/29, alignment  3/ 9, found:	61.8828	60.3203	1111.29
Length  145/29, alignment  3/ 9, fail:	96.5547	94.6797	2244.3
Length  145/29, alignment  3/15, found:	63.3906	62.9062	1191.76
Length  145/29, alignment  3/15, fail:	104.438	104.758	2427.33
Length  145/29, alignment  9/ 0, found:	70.8281	68.9062	1234.52
Length  145/29, alignment  9/ 0, fail:	105.5	105.32	2428.48
Length  145/29, alignment  9/ 3, found:	68.9766	69.1953	1210.42
Length  145/29, alignment  9/ 3, fail:	104.602	104.672	2452.54
Length  145/29, alignment  9/ 9, found:	71.125	66.2422	1143.7
Length  145/29, alignment  9/ 9, fail:	105.711	103.336	2282.22
Length  145/29, alignment  9/15, found:	69.625	68.8359	1163.27
Length  145/29, alignment  9/15, fail:	104.289	104.883	2440.05
Length  145/29, alignment 15/ 0, found:	70.9453	68.8672	1212.72
Length  145/29, alignment 15/ 0, fail:	105.102	105.234	2671.77
Length  145/29, alignment 15/ 3, found:	78.1719	79.0625	1379.62
Length  145/29, alignment 15/ 3, fail:	118.5	119.609	2779.84
Length  145/29, alignment 15/ 9, found:	80.9609	75.6016	1402.82
Length  145/29, alignment 15/ 9, fail:	118.25	117.352	2779.15
Length  145/29, alignment 15/15, found:	79.0625	77.7656	1379.71
Length  145/29, alignment 15/15, fail:	119.305	119.203	2791.97
Length  174/29, alignment  0/ 0, found:	87.5156	87.2812	1661.16
Length  174/29, alignment  0/ 0, fail:	139.172	136.172	3331.33
Length  174/29, alignment  0/ 3, found:	86.1875	86.4531	1566.84
Length  174/29, alignment  0/ 3, fail:	136.828	135.609	3148.5
Length  174/29, alignment  0/ 9, found:	86.7188	84.8906	1566.54
Length  174/29, alignment  0/ 9, fail:	138.008	133.914	3117.88
Length  174/29, alignment  0/15, found:	85.7266	85.8359	1556.75
Length  174/29, alignment  0/15, fail:	127.383	126.312	2917.19
Length  174/29, alignment  3/ 0, found:	81.5078	80.6172	1473.12
Length  174/29, alignment  3/ 0, fail:	129.297	127.039	2935.09
Length  174/29, alignment  3/ 3, found:	80.3594	79.8203	1553.89
Length  174/29, alignment  3/ 3, fail:	127.016	126.234	3121.16
Length  174/29, alignment  3/ 9, found:	80.8594	79.7109	1571.38
Length  174/29, alignment  3/ 9, fail:	128.242	125.273	2934.19
Length  174/29, alignment  3/15, found:	80.1484	80.2109	1554.07
Length  174/29, alignment  3/15, fail:	126.789	126.375	2917.55
Length  174/29, alignment  9/ 0, found:	80.875	80.6406	1487.88
Length  174/29, alignment  9/ 0, fail:	128.266	126.539	2917.27
Length  174/29, alignment  9/ 3, found:	80.2578	79.875	1465.13
Length  174/29, alignment  9/ 3, fail:	126.578	126.781	3014.74
Length  174/29, alignment  9/ 9, found:	75.6484	74.8672	1459.5
Length  174/29, alignment  9/ 9, fail:	121.125	117.367	2563.95
Length  174/29, alignment  9/15, found:	68.7969	68.8828	1269.98
Length  174/29, alignment  9/15, fail:	109.023	109	2511.29
Length  174/29, alignment 15/ 0, found:	69.4531	69.4531	1287.36
Length  174/29, alignment 15/ 0, fail:	111.289	108.859	2667.1
Length  174/29, alignment 15/ 3, found:	69	68.6797	1338.01
Length  174/29, alignment 15/ 3, fail:	108.188	108.883	2534.35
Length  174/29, alignment 15/ 9, found:	69.0859	68.0547	1263.91
Length  174/29, alignment 15/ 9, fail:	110.859	107.234	2511.05
Length  174/29, alignment 15/15, found:	68.9141	68.4844	1277.78
Length  174/29, alignment 15/15, fail:	108.992	109.133	2512.92
Length  203/29, alignment  0/ 0, found:	76.6797	76.6641	1462.01
Length  203/29, alignment  0/ 0, fail:	124.766	123.039	2951.64
Length  203/29, alignment  0/ 3, found:	76.8984	76.7734	1567.48
Length  203/29, alignment  0/ 3, fail:	124.969	123.383	3120.8
Length  203/29, alignment  0/ 9, found:	76.6797	74.5938	1644.07
Length  203/29, alignment  0/ 9, fail:	135.719	131.047	3384.09
Length  203/29, alignment  0/15, found:	107.703	83.4766	1709.98
Length  203/29, alignment  0/15, fail:	133.555	133.742	3383.64
Length  203/29, alignment  3/ 0, found:	83.875	83.3672	1705.05
Length  203/29, alignment  3/ 0, fail:	134.625	133.672	3383.88
Length  203/29, alignment  3/ 3, found:	83.375	83.0703	1712.51
Length  203/29, alignment  3/ 3, fail:	133.734	133.867	3384.45
Length  203/29, alignment  3/ 9, found:	83.3125	81.6406	1687.39
Length  203/29, alignment  3/ 9, fail:	135.109	154.883	3382.28
Length  203/29, alignment  3/15, found:	83.4375	83	1687.41
Length  203/29, alignment  3/15, fail:	134.438	133.562	3406.2
Length  203/29, alignment  9/ 0, found:	83.7969	83.125	1687.43
Length  203/29, alignment  9/ 0, fail:	134.875	134.109	3400.91
Length  203/29, alignment  9/ 3, found:	84.5938	83.2266	1687.46
Length  203/29, alignment  9/ 3, fail:	135.266	133.609	3405.91
Length  203/29, alignment  9/ 9, found:	83.7656	81.2266	1608.61
Length  203/29, alignment  9/ 9, fail:	135.211	131.328	3414.33
Length  203/29, alignment  9/15, found:	83.6875	82.6016	1687.78
Length  203/29, alignment  9/15, fail:	135.594	134.898	3411.58
Length  203/29, alignment 15/ 0, found:	84.1328	82.6953	1687.49
Length  203/29, alignment 15/ 0, fail:	135.156	133.633	3550.23
Length  203/29, alignment 15/ 3, found:	88.1016	87.8828	1814.15
Length  203/29, alignment 15/ 3, fail:	142.93	142.234	3405.33
Length  203/29, alignment 15/ 9, found:	89.1172	86.3594	1731.52
Length  203/29, alignment 15/ 9, fail:	144.328	139.898	3604.8
Length  203/29, alignment 15/15, found:	88.6953	88.4453	1816.11
Length  203/29, alignment 15/15, fail:	143.398	142.867	3408.21
Length  120/30, alignment  0/ 0, found:	69.1562	69.2891	1049.25
Length  120/30, alignment  0/ 0, fail:	102.398	100.203	2233.91
Length  120/30, alignment  0/ 3, found:	68.2109	69.0859	1048.96
Length  120/30, alignment  0/ 3, fail:	100.578	99.8438	2076.03
Length  120/30, alignment  0/ 9, found:	67.7031	65.3828	1065.6
Length  120/30, alignment  0/ 9, fail:	102.102	96.8516	2075.94
Length  120/30, alignment  0/15, found:	68.2812	68.3125	1047.52
Length  120/30, alignment  0/15, fail:	100.102	99.1172	2074.7
Length  120/30, alignment  3/ 0, found:	69.1016	67.75	1064.1
Length  120/30, alignment  3/ 0, fail:	101.383	99.3906	2077.25
Length  120/30, alignment  3/ 3, found:	68.6484	68.2969	1046.26
Length  120/30, alignment  3/ 3, fail:	100	100.391	2097.35
Length  120/30, alignment  3/ 9, found:	67.7188	65.7891	1047.6
Length  120/30, alignment  3/ 9, fail:	102.008	96.7266	2075.88
Length  120/30, alignment  3/15, found:	68.1016	68.1406	1110.77
Length  120/30, alignment  3/15, fail:	99.9766	99.4609	2096.61
Length  120/30, alignment  9/ 0, found:	69.3438	67.5078	1047.5
Length  120/30, alignment  9/ 0, fail:	101.461	99.3984	2074.99
Length  120/30, alignment  9/ 3, found:	68.3672	67.9297	1047.22
Length  120/30, alignment  9/ 3, fail:	100.297	116.07	2074.37
Length  120/30, alignment  9/ 9, found:	69.3281	65	1047.12
Length  120/30, alignment  9/ 9, fail:	102.023	96.3984	2074.37
Length  120/30, alignment  9/15, found:	67.5469	67.6094	1065.21
Length  120/30, alignment  9/15, fail:	99.6016	99.9531	2075
Length  120/30, alignment 15/ 0, found:	68.3047	67.7109	1047.27
Length  120/30, alignment 15/ 0, fail:	100.578	99.4219	2016.15
Length  120/30, alignment 15/ 3, found:	63.9766	63.3359	983.969
Length  120/30, alignment 15/ 3, fail:	92.875	93.6875	1949.65
Length  120/30, alignment 15/ 9, found:	65.2578	61.3203	984.039
Length  120/30, alignment 15/ 9, fail:	95.7188	90.7734	2072.86
Length  120/30, alignment 15/15, found:	67.8438	68.4922	1051.43
Length  120/30, alignment 15/15, fail:	99.3984	98.9844	2077.48
Length  150/30, alignment  0/ 0, found:	78.1484	76	1303.77
Length  150/30, alignment  0/ 0, fail:	116.656	115.984	2625.93
Length  150/30, alignment  0/ 3, found:	75.3906	75.8203	1304.28
Length  150/30, alignment  0/ 3, fail:	116.219	115.586	2609.58
Length  150/30, alignment  0/ 9, found:	76.4219	73.1016	1303.51
Length  150/30, alignment  0/ 9, fail:	116.148	113.531	2593.13
Length  150/30, alignment  0/15, found:	75.375	75.6094	1303.64
Length  150/30, alignment  0/15, fail:	117.094	135.5	2592.95
Length  150/30, alignment  3/ 0, found:	77.3828	75.7812	1307.5
Length  150/30, alignment  3/ 0, fail:	115.727	115.875	2557.4
Length  150/30, alignment  3/ 3, found:	70.9844	70.3672	1226.62
Length  150/30, alignment  3/ 3, fail:	108.492	108.508	2435.94
Length  150/30, alignment  3/ 9, found:	72.9453	68.5938	1226
Length  150/30, alignment  3/ 9, fail:	127.844	106.203	2437.07
Length  150/30, alignment  3/15, found:	70.4297	70.4531	1229.02
Length  150/30, alignment  3/15, fail:	108.156	108.516	2601.78
Length  150/30, alignment  9/ 0, found:	71.9219	70.9062	1298.11
Length  150/30, alignment  9/ 0, fail:	108.844	108.641	2583.72
Length  150/30, alignment  9/ 3, found:	70.7969	70.9141	1248.52
Length  150/30, alignment  9/ 3, fail:	108.164	108.203	2434.94
Length  150/30, alignment  9/ 9, found:	73.1797	67.8672	1226
Length  150/30, alignment  9/ 9, fail:	108.906	106.586	2452.68
Length  150/30, alignment  9/15, found:	70.4062	70.9219	1225.72
Length  150/30, alignment  9/15, fail:	108.258	107.961	2434.98
Length  150/30, alignment 15/ 0, found:	71.8906	71	1226.07
Length  150/30, alignment 15/ 0, fail:	109.227	109.039	2458.87
Length  150/30, alignment 15/ 3, found:	70.5156	70.875	1225.73
Length  150/30, alignment 15/ 3, fail:	108.117	108.695	2454.49
Length  150/30, alignment 15/ 9, found:	71.9375	68.6953	1225.73
Length  150/30, alignment 15/ 9, fail:	109.602	106.516	2435.41
Length  150/30, alignment 15/15, found:	70.1875	70.8125	1226.01
Length  150/30, alignment 15/15, fail:	108.141	108.438	2454.17
Length  180/30, alignment  0/ 0, found:	77.375	78.1641	1467.11
Length  180/30, alignment  0/ 0, fail:	124.312	123.203	2995.24
Length  180/30, alignment  0/ 3, found:	83.0938	83.0625	1652.63
Length  180/30, alignment  0/ 3, fail:	130.461	131.102	3113.05
Length  180/30, alignment  0/ 9, found:	83.375	81.9922	1579.9
Length  180/30, alignment  0/ 9, fail:	132.211	128.914	3292.34
Length  180/30, alignment  0/15, found:	81.8672	82.4922	1696.72
Length  180/30, alignment  0/15, fail:	138.68	139.008	3519.38
Length  180/30, alignment  3/ 0, found:	89.1406	88.5703	1689.66
Length  180/30, alignment  3/ 0, fail:	140.242	139.859	3467.04
Length  180/30, alignment  3/ 3, found:	87.6719	88.2031	1715.31
Length  180/30, alignment  3/ 3, fail:	139.141	139.328	3487.04
Length  180/30, alignment  3/ 9, found:	88.3125	86.9609	1715.07
Length  180/30, alignment  3/ 9, fail:	139.945	137.672	3371.94
Length  180/30, alignment  3/15, found:	87.6719	87.8281	1766.62
Length  180/30, alignment  3/15, fail:	138.328	139.094	3475.95
Length  180/30, alignment  9/ 0, found:	91.9219	91.8125	1829.69
Length  180/30, alignment  9/ 0, fail:	145.539	144.125	3465.97
Length  180/30, alignment  9/ 3, found:	91.2344	90.4219	1725.38
Length  180/30, alignment  9/ 3, fail:	143.484	144.18	3467.91
Length  180/30, alignment  9/ 9, found:	91.5781	89.7656	1725.17
Length  180/30, alignment  9/ 9, fail:	144.891	142.312	3469.02
Length  180/30, alignment  9/15, found:	91.1719	90.4922	1725.92
Length  180/30, alignment  9/15, fail:	145.062	144.242	3462.96
Length  180/30, alignment 15/ 0, found:	91.5781	92.5938	1829.64
Length  180/30, alignment 15/ 0, fail:	146.57	144.508	3446.72
Length  180/30, alignment 15/ 3, found:	90.8047	90.7422	1747.35
Length  180/30, alignment 15/ 3, fail:	144.016	143.492	3447.65
Length  180/30, alignment 15/ 9, found:	91.7656	90.1562	1749.88
Length  180/30, alignment 15/ 9, fail:	146.039	143	3445.62
Length  180/30, alignment 15/15, found:	91.2266	90.6406	1745.43
Length  180/30, alignment 15/15, fail:	144.109	143.812	3445.87
Length  210/30, alignment  0/ 0, found:	102.914	101.695	2036.34
Length  210/30, alignment  0/ 0, fail:	164.984	163.141	4023.29
Length  210/30, alignment  0/ 3, found:	101.812	102.195	2033.49
Length  210/30, alignment  0/ 3, fail:	163.531	162.836	4021.71
Length  210/30, alignment  0/ 9, found:	102.727	98.8828	2031.98
Length  210/30, alignment  0/ 9, fail:	165.32	159.969	4023.74
Length  210/30, alignment  0/15, found:	101.406	101.93	2026.46
Length  210/30, alignment  0/15, fail:	162.992	162.133	4245.73
Length  210/30, alignment  3/ 0, found:	119.859	101.328	2013.32
Length  210/30, alignment  3/ 0, fail:	163.859	162.344	4044.16
Length  210/30, alignment  3/ 3, found:	101.633	101.68	2129.73
Length  210/30, alignment  3/ 3, fail:	162.719	162.07	4263.39
Length  210/30, alignment  3/ 9, found:	101.695	98.9141	2014.05
Length  210/30, alignment  3/ 9, fail:	164.242	159.484	4038.02
Length  210/30, alignment  3/15, found:	101.75	101.305	2014.17
Length  210/30, alignment  3/15, fail:	161.914	162.289	4034.8
Length  210/30, alignment  9/ 0, found:	102.773	101.445	2129.84
Length  210/30, alignment  9/ 0, fail:	163.828	162.484	4263.41
Length  210/30, alignment  9/ 3, found:	101.422	101.375	2013.9
Length  210/30, alignment  9/ 3, fail:	162.281	162.594	4261.19
Length  210/30, alignment  9/ 9, found:	101.242	99.3047	2129.72
Length  210/30, alignment  9/ 9, fail:	165.352	159.281	4267.45
Length  210/30, alignment  9/15, found:	103.398	101.336	2013.7
Length  210/30, alignment  9/15, fail:	162.836	162.312	4024.95
Length  210/30, alignment 15/ 0, found:	102.039	101.242	2026.79
Length  210/30, alignment 15/ 0, fail:	163.992	162.594	4245.51
Length  210/30, alignment 15/ 3, found:	101.766	101.781	2027.88
Length  210/30, alignment 15/ 3, fail:	163.648	162.32	4023.96
Length  210/30, alignment 15/ 9, found:	102.086	99.125	2145.19
Length  210/30, alignment 15/ 9, fail:	163.984	159.25	4244.84
Length  210/30, alignment 15/15, found:	101.586	101.922	2144.25
Length  210/30, alignment 15/15, fail:	162.539	162.188	4259.01
Length  124/31, alignment  0/ 0, found:	80.25	78.6875	1239.23
Length  124/31, alignment  0/ 0, fail:	114.82	113.609	2595.93
Length  124/31, alignment  0/ 3, found:	78.1484	78.3125	1307.62
Length  124/31, alignment  0/ 3, fail:	129.414	112.492	2446.91
Length  124/31, alignment  0/ 9, found:	75.6641	74.3594	1237.61
Length  124/31, alignment  0/ 9, fail:	114.672	110.211	2461.55
Length  124/31, alignment  0/15, found:	78.0391	77.7109	1235.91
Length  124/31, alignment  0/15, fail:	113.164	112.438	2445.2
Length  124/31, alignment  3/ 0, found:	79.1328	78.125	1237.17
Length  124/31, alignment  3/ 0, fail:	114.062	130.805	2446.02
Length  124/31, alignment  3/ 3, found:	79.6406	78.8047	1236.53
Length  124/31, alignment  3/ 3, fail:	112.234	112.547	2459.97
Length  124/31, alignment  3/ 9, found:	79.7891	73.1562	1237.61
Length  124/31, alignment  3/ 9, fail:	114.195	110.234	2445.81
Length  124/31, alignment  3/15, found:	78	78.1875	1237.19
Length  124/31, alignment  3/15, fail:	113.836	112.383	2460.84
Length  124/31, alignment  9/ 0, found:	80.1094	77.1094	1237.2
Length  124/31, alignment  9/ 0, fail:	114.25	112.875	2460.45
Length  124/31, alignment  9/ 3, found:	77.9297	77.4375	1237.91
Length  124/31, alignment  9/ 3, fail:	111.789	112.141	2445.05
Length  124/31, alignment  9/ 9, found:	79.3906	74.0859	1237.76
Length  124/31, alignment  9/ 9, fail:	114.188	110.242	2460.02
Length  124/31, alignment  9/15, found:	78.8984	76.8125	1307.59
Length  124/31, alignment  9/15, fail:	111.406	112.43	2462.41
Length  124/31, alignment 15/ 0, found:	79.5859	77.8281	1235.91
Length  124/31, alignment 15/ 0, fail:	113.945	113.07	2446.8
Length  124/31, alignment 15/ 3, found:	78.0312	77.5156	1237.44
Length  124/31, alignment 15/ 3, fail:	112.078	112.391	2462.54
Length  124/31, alignment 15/ 9, found:	79.1094	73.375	1307.67
Length  124/31, alignment 15/ 9, fail:	113.438	110.273	2608.77
Length  124/31, alignment 15/15, found:	79.3281	76.9141	1308.35
Length  124/31, alignment 15/15, fail:	111.484	112.07	2595.63
Length  155/31, alignment  0/ 0, found:	86.8984	85.7344	1633.77
Length  155/31, alignment  0/ 0, fail:	133.633	133.234	3232.38
Length  155/31, alignment  0/ 3, found:	83.9375	85.8203	1620.47
Length  155/31, alignment  0/ 3, fail:	131.312	132.773	3099.12
Length  155/31, alignment  0/ 9, found:	84.875	82.7969	1529.12
Length  155/31, alignment  0/ 9, fail:	132.773	129.484	3069.15
Length  155/31, alignment  0/15, found:	84.3125	84.8828	1532.09
Length  155/31, alignment  0/15, fail:	131.766	131.758	3066.38
Length  155/31, alignment  3/ 0, found:	86.1094	85.6406	1532.72
Length  155/31, alignment  3/ 0, fail:	132.68	131.469	3053.09
Length  155/31, alignment  3/ 3, found:	84.8125	85.0859	1581.74
Length  155/31, alignment  3/ 3, fail:	136.625	135.992	3173.85
Length  155/31, alignment  3/ 9, found:	87.8125	86.1719	1685.4
Length  155/31, alignment  3/ 9, fail:	158.789	133.898	2917.44
Length  155/31, alignment  3/15, found:	75.0156	76.2422	1379.88
Length  155/31, alignment  3/15, fail:	119.375	118.594	2781.69
Length  155/31, alignment  9/ 0, found:	72.8047	72.3906	1296.59
Length  155/31, alignment  9/ 0, fail:	112.477	112.672	2591.55
Length  155/31, alignment  9/ 3, found:	71.1484	71.8594	1319.05
Length  155/31, alignment  9/ 3, fail:	111.742	111.766	2591.47
Length  155/31, alignment  9/ 9, found:	71.875	69.9688	1301.25
Length  155/31, alignment  9/ 9, fail:	113.133	109.336	2607.38
